id,source_index,name,class,weapon,families,compatibility_status,level,ap_cost,ap_cap,ap_completeness,solver_compatible,median_id_skillpoints_feasible,source_url,current_builder_url,atree_warning,local_error
nori-shaman-monarch-68fc43c611e9,10,Summoner Monarch,Shaman,Monarch,spellsteal,current_functional_solver_seed,121,50,50,1,true,true,https://wynnbuilder-beta.github.io/builder/#CT00+WEJmH4SQWcHqCYrHq3o7pREf10+Vg+1pBDh0,https://wynnbuilder.github.io/builder/#CX00+WEJmH4SQWcHqCYrHq3o7pREf10+Vg+1pBDh0,,
nori-mage-malevolent-urge-44458012e184,11,Arcanist Malevolent Urge,Mage,Malevolent Urge,spell_sustained,current_functional_solver_seed,121,50,50,1,true,true,https://wynnbuilder-beta.github.io/builder/#CT02E1dFuH4iwmeH6D2qHO3YvlRoBld7-3t-n0,https://wynnbuilder.github.io/builder/#CX02E1dFuH4iwmeH6D2qHO3YvlRoBld7-3t-n0,,
nori-mage-halcyon-9f0e249c14f6,12,Lightbender Halcyon,Mage,Halcyon,support,broken_current_atree,121,41,50,0.82,false,true,https://wynnbuilder-beta.github.io/builder/#CT0g2nDJWI4jWWfJCTIhJEGoupDXZG1W+v4qFpySz0,https://wynnbuilder.github.io/builder/#CX0g2nDJWI4jWWfJCTIhJEGoupDXZG1W+v4qFpyS1,"ATree Error!Wisdom: blocked by: ""Wand Proficiency II""",
nori-warrior-guardian-fb8a16a7f00c,13,Guardian Support,Warrior,Guardian,support,broken_current_atree,121,19,50,0.38,false,true,https://wynnbuilder-beta.github.io/builder/#CT00EnaFmC3OQGTAa4oQGAZHtqRj3Q9iAWUR-1-UI7C1,https://wynnbuilder.github.io/builder/#CX00EnaFmC3OQGTAa4oQGAZHtqRj3Q9iAWUR-1-U2,"ATree Error!Tougher Skin: blocked by: ""Vehement""Bak'al's Grasp: missing dep: ""War Scream""Air Shout: missing dep: ""War Scream""Spear Proficiency II: not reachableIntoxicating Blood: missing dep: ""Bak'al's Grasp""... 8 errors not shown",
nori-shaman-hadal-49b8f91e786c,14,acolyte hadal,Shaman,Hadal,unclassified,broken_current_atree,121,44,50,0.88,false,true,https://wynnbuilder-beta.github.io/builder/#CT0e1Ev0Gya39nJEXQEvaSZaRqw4-SWg9buI-k7zUOkda0,https://wynnbuilder.github.io/builder/#CX0e1Ev0Gya39nJEXQEvaSZaRqw4-SWg9buI-k7zUOk7,"ATree Error!Hand of the Shaman: blocked by: ""Distant Grasp""",
nori-mage-quetzalcoatl-8a9a1c82332f,15,Riftwalker Quetzalcoatl,Mage,Quetzalcoatl,unclassified,broken_current_atree,121,33,50,0.66,false,true,https://wynnbuilder-beta.github.io/builder/#CT0-2HyGiK4VJnKEcoH15aGIFk6uqAWy0uzyYCflkEm6,https://wynnbuilder.github.io/builder/#CX0-2HyGiK4VJnKEcoH15aGIFk6uqAWy0uzyYCfl,"ATree Error!Incandescence: missing dep: ""Ophanim""",
nori-mage-monster-7964e1aa2e82,16,Riftwalker Monster,Mage,Monster,unclassified,broken_current_atree,121,33,50,0.66,false,true,https://wynnbuilder-beta.github.io/builder/#CT0h2H5GuH4O5ngHMDI15MbXicRSA30yUUHcqtQTY2,https://wynnbuilder.github.io/builder/#CX0h2H5GuH4O5ngHMDI15MbXicRSA30yUUHcqN,"ATree Error!Incandescence: missing dep: ""Ophanim""",
nori-mage-trance-b344856b6a0e,17,Riftwalker Trance,Mage,Trance,melee,broken_current_atree,,39,50,0.78,false,,https://wynnbuilder-beta.github.io/builder/#CT0oCtOJEqhsuymucDTYBUpcU4WTWTWTWTWTWTCfa0H0s1s1s1s1s1snaI2GvHomm8lDbJV0W+tjsgfkaX1,https://wynnbuilder.github.io/builder/#CX0oCtOJEqhsuymucDTYBUpcU4WTWTWTWTWTWTCfa0H0s1s1s1s1s1snaI2GvHomm8lDbJV0W+tjsgfk,"ATree Error!Wisdom: blocked by: ""Wand Proficiency II""Resilient Light: missing dep: ""Ophanim""",decodeCraft is not defined
nori-warrior-idol-b764f02f050a,18,PalaMonk Idol,Warrior,Idol,spell_sustained,current_functional_builder_only,,50,50,1,false,,https://wynnbuilder-beta.github.io/builder/#CT0e1Iv0sCb7169v8OCI6tDj77AIGA7UDfS6e41TCi9TCi9i9i9JA90jEXz8gQInbsZleD6RQMm6,https://wynnbuilder.github.io/builder/#CX0e1Iv0sCb7169v8OCI6tDj77AIGA7UDfS6e41TCi9TCi9i9i9JA90jEXz8gQInbsZleD6RQMm6,,decodeCraft is not defined
nori-assassin-architect-9f80b7e3ff93,19,Architect Trickster,Assassin,Architect,unclassified,current_functional_builder_only,121,48,50,0.96,false,false,https://wynnbuilder-beta.github.io/builder/#CT0+2l9Fe3l9FIWkvy2zcuiQaLZKG1OeW1z6SvVkdKcF+AJA0,https://wynnbuilder.github.io/builder/#CX0+2l9Fe3l9FIWkvy2zcuiQaLZKG1OeW1z6SvVkdKcF+AJ2,,
nori-archer-stratiformis-7fcea060cc81,20,RawFish Strati Sharpshooter (Fruma),Archer,Stratiformis,unclassified,migrated_incomplete_atree,121,20,50,0.4,false,true,https://wynnbuilder-beta.github.io/builder/#CT0oqG2EuY3c5HgJITI15amWtqYSU20y+C+uJ7rjA,https://wynnbuilder.github.io/builder/#CX0oqG2EuY3c5HgJITI15amWtqYSU20y+C+0,,
nori-shaman-sunstar-6e555d569fb2,21,Tstack sunstar ritualist,Shaman,sunstar,tierstack,current_functional_builder_only,,50,50,1,false,,https://wynnbuilder-beta.github.io/builder/#CTG48g8OOQWcWcWcec810Y2K21VDmq2cMm-6PO8Np6E94Q70QFsSjihy2q1,https://wynnbuilder.github.io/builder/#CXG48g8OOQWcWcWcec810Y2K21VDmq2cMm-6PO8Np6E94Q70QFsSjihy2q1,,decodeCraft is not defined
nori-archer-freedom-077f64376637,22,Freedom Boltslinger 2,Archer,freedom,unclassified,broken_current_atree,121,30,50,0.6,false,false,https://wynnbuilder-beta.github.io/builder/#CT0dpAgEh3BgEB5Jvy3Cb+awaKdKGXuZ0g9bob-nx7c7TSE40,https://wynnbuilder.github.io/builder/#CX0dpAgEh3BgEB5Jvy3Cb+awaKdKGXuZ0g9bob-nx7c7,"ATree Error!Power Shots: blocked by: ""Double Shots""More Traps: missing dep: ""Basaltic Trap""",
nori-archer-freedom-6d01313de220,23,Freedom Boltslinger,Archer,Freedom,unclassified,broken_current_atree,106,13,45,0.28888888888888886,false,false,https://wynnbuilder.github.io/builder/#CM0dp0-CuY3O6W10C0GnEam0ecNfB-Jx7s3wXT2,https://wynnbuilder.github.io/builder/#CX0dp0-CuY3O6W10C0GnEam0ecQItgzFj1,"ATree Error!Power Shots: blocked by: ""Double Shots""",
nori-mage-trance-cded1c035070,24,Cstack trance perilous flare riftcanist,Mage,trance,spell_sustained,migrated_incomplete_atree,,30,50,0.6,false,,https://wynnbuilder-beta.github.io/builder/#CT08+kvGlQZp3ZDE+QkvH0s1s1s1sH42sna2041O7O7O7O7H8O7JA00b7H27Zyk9lnFNe-ThbQg39C0,https://wynnbuilder.github.io/builder/#CX08+kvGlQZp3ZDE+QkvH0s1s1s1sH42sna2041O7O7O7O7H8O7JA00b7H27Zyk9lnFNe-ThbQ0,,decodeCraft is not defined
nori-mage-trance-3b43d5dc3703,25,Budget cstack trance perilous flare riftcanist,Mage,trance,spell_sustained,migrated_incomplete_atree,120,30,50,0.6,false,true,https://wynnbuilder-beta.github.io/builder/#CT08+kvGlQZp3ZDE+Qkvqg230KGXCCCoxcyOP0YVkG-xMBrK7IO0,https://wynnbuilder.github.io/builder/#CX08+kvGlQZp3ZDE+Qkvqg230KGXCCCoxcyOP0YVkG-xMBr0,,
nori-archer-revolution-5188c87734e2,26,Moirai Revolution,Archer,Revolution,unclassified,migrated_incomplete_atree,121,19,50,0.38,false,true,https://wynnbuilder-beta.github.io//builder/#CT04E1OJOI4Z5XjHiDYmHml1TpKSo4GK0yUC+uJ7rpY0,https://wynnbuilder.github.io//builder/#CX04E1OJOI4Z5XjHiDYmHml1TpKSo4GK0yUC+0,,
nori-mage-trance-08bc93a4abef,27,Riftbender Trance,Mage,Trance,unclassified,broken_current_atree,121,37,50,0.74,false,false,https://wynnbuilder-beta.github.io/builder/#CT0831zAym0+QWfHCDY57omm8lRoBjdRjLJT93F,https://wynnbuilder.github.io/builder/#CX0831zAym0+QWfHCDY57omm8lRoBjdRjLJT,"ATree Error!Resilient Light: missing dep: ""Ophanim""",
nori-archer-ignis-a76eb2829574,28,Boreal Ignis,Archer,ignis,unclassified,not_wynnbuilder_link,,,,0,false,,https://rawfish69.github.io/build-solver/?wb=N4IgziBcoBZQLAJgGzIDQgMYIIwE54MAbKZABgA4MAjKHZCgdgwCccEBWRRVxT7mizoBmShgB2nPDgwB3OozLIAvsTqIyGbJHEBXIkQxwd%2BosqA,,,
nori-shaman-oak-wood-relik-02095cc1e687,29,loot bonus armors / accessories (crafted recipes),Shaman,oak wood relik,lootrun,migrated_incomplete_atree,,1,50,0.02,false,,https://wynnbuilder-beta.github.io/builder/#COG48gebebebebebec8100W8GBHBHBHBHBHBXDH20000082sJCJsJsJOICJWJa00041c9j8j8x9c9j8n9IG4SOOmOmWdOmWduc8504,https://wynnbuilder.github.io/builder/#CXG48gebebebebebec8100W8GBHBHBHBHBHBXDH20000082sJCJsJsJOICJWJa00041c9j8j8x9c9j8n9IG4SOOmOmWdOmWduc8504,,decodeCraft is not defined
nori-warrior-black-amaranth-64e0973a0fd5,30,(Mythicless) Black Amaranth Bashscream Fallen EWA,Warrior,Black Amaranth,spellsteal,migrated_incomplete_atree,106,17,45,0.37777777777777777,false,true,https://wynnbuilder.github.io/builder/#CN0G2MS61kuKEPn1utkJy5Gt1LEOympY5z9N0mlxKs-kJ3,https://wynnbuilder.github.io/builder/#CX0G2MuC2SXJva5E0-6w4V1qTGb36FyiOX+aB0gslx4,,
nori-shaman-the-end-3f999d71d08e,31,(Mythicless) The End Acolyte ETWA,Shaman,The End,spellsteal|spell_sustained|support,broken_current_atree,106,25,45,0.5555555555555556,false,true,https://wynnbuilder.github.io/builder/#CN0G2G0EC34-vmKEco1AGOGWmi5d21720-xpsUex20,https://wynnbuilder.github.io/builder/#CX0G2G0EC34-vmKEco1AGOGWmi5E52E4WgzlFRx1,ATree Error!Frog Dance: Ritualist: 3 < 4Artist's Immersion: not reachableTotemic Shatter: not reachableMasquerade: Ritualist: 3 < 4Vengeful Spirit: not reachable,
nori-mage-starburst-e7955c6b310a,32,(Mythicless) Starburst Lightbender WFA,Mage,Starburst,spell_sustained|support,migrated_incomplete_atree,106,14,45,0.3111111111111111,false,false,https://wynnbuilder.github.io/builder/#CN0oqGsF8t2zTGoDAln45EQHFiTkqFUQgMxqO1,https://wynnbuilder.github.io/builder/#CX0oqGsF8t2zTGoDAln45EQHFiXShM-u1,,
nori-mage-lament-ac27f5c74b49,33,Tanky Gentle Glow Lament Lightbender TWF,Mage,Lament,spellsteal|spell_sustained|support,migrated_incomplete_atree,,14,45,0.3111111111111111,false,,https://wynnbuilder.github.io/builder/#CN0TlWu4Ol3zT41c9c9h9h9h9h9m9IG4OcOcicicicic0d81GX92CJCJMJMJMJMJYJa0UrCo1L2G-uXfQb20,https://wynnbuilder.github.io/builder/#CX0TlWu4Ol3zT41c9c9h9h9h9h9m9IG4OcOcicicicic0d81GX92CJCJMJMJMJMJYJa0UrSY3g4eQzZ7,,decodeCraft is not defined
nori-mage-cerberus-79b66f227a21,34,Cerberus Intless Spellsteal Riftwalker,Mage,Cerberus,spellsteal|spell_sustained,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CN0X60uFmE1SQmZ3USmrE4KWAlBSc60y-jtsNx2,https://wynnbuilder.github.io/builder/#CX0X60uFmE1SQmZ3USmrE4KWAlCuCD0g6,,
nori-mage-lament-e89ba78e02a3,35,Lament Riftbender TWFA,Mage,lament,spell_sustained|support,migrated_incomplete_atree,106,14,45,0.3111111111111111,false,true,https://wynnbuilder.github.io/builder/#CN0vA025Kq0yQ00FwY1t8uMmhcHEJ00w7FDLhTQi0,https://wynnbuilder.github.io/builder/#CX0vA025Kq0yQ00FwY1t8uMmhcJSc00LhVy0,,
nori-warrior-wybel-horn-spear-5586d01bab00,36,warrior xp grind,Warrior,Wybel Horn Spear,unclassified,broken_current_atree,106,42,45,0.9333333333333333,false,true,https://wynnbuilder.github.io/builder/#CN0QZMElW69SQxywqBubZ24KW016IgGmjtwGn0T2ipehExhRFksw5s41R,https://wynnbuilder.github.io/builder/#CX0QZMSU1TYmfjJDdU1rue0158GWXaA4ShMTeOWE1LlpehExhRFksw5s41R,ATree Error!Massive Bash: Fallen: 0 < 7,
nori-warrior-harwrol-8c9493b97696,37,first endgame warrior build,Warrior,Harwrol,unclassified,current_load_failure,121,,,0,false,false,https://wynnbuilder.github.io/builder/#CN0826T2mzY37kHSmryo114BueA7dJWaoEVnAMuAtu2NPkuswsxUNrgMVEwgxywtxvFDCwY2,https://wynnbuilder.github.io/builder/#CN0826T2mzY37kHSmryo114BueA7dJWaoEVnAMuAtu2NPkuswsxUNrgMVEwgxywtxvFDCwY2,,
nori-warrior-guardian-b21156b0f123,38,cheap blood guard,Warrior,Guardian,unclassified,broken_current_atree,106,16,45,0.35555555555555557,false,true,https://wynnbuilder.github.io/builder/#CN0O0VT63+w4cur1JpBd77mz3v9K63JDlSzJutsVWRdav0,https://wynnbuilder.github.io/builder/#CX0O0hvC6icJOYQEOQgnvn1S-GU2bnmKJDkL-JutsVWRd4,"ATree Error!Tougher Skin: blocked by: ""Vehement""Mantle of the Bovemists: missing dep: ""War Scream""Bak'al's Grasp: missing dep: ""War Scream""Spear Proficiency II: not reachableManachism: not reachable... 9 errors not shown",
nori-warrior-guardian-a1044ca8c824,39,full crafted pala huic,Warrior,guardian,unclassified,current_load_failure,,,,0,false,,https://wynnbuilder.github.io/builder/#CNG4iZiZ0X0XiZuoec81ly8O7P71212P7nbvCH2UvHWQYEISIEYQYE2RY4yoZ0r4TauaS4r4T4o49ub71z9c9KDz9z9z4W9IG4qdOcGrqdqdqJ0c81HGVYP2LJVIVIFXMY441z9c9KDz9z9z4T9IG4CZuoaZuomnuoCd850ly5hOXhSZBSXvYRhRlxTLhQzv4xCrsVFOtlxNA,https://wynnbuilder.github.io/builder/#CNG4iZiZ0X0XiZuoec81ly8O7P71212P7nbvCH2UvHWQYEISIEYQYE2RY4yoZ0r4TauaS4r4T4o49ub71z9c9KDz9z9z4W9IG4qdOcGrqdqdqJ0c81HGVYP2LJVIVIFXMY441z9c9KDz9z9z4T9IG4CZuoaZuomnuoCd850ly5hOXhSZBSXvYRhRlxTLhQzv4xCrsVFOtlxNA,,decodeCraft is not defined
nori-warrior-idol-ef4b30ec8975,40,Cheap Idol,Warrior,Idol,unclassified,migrated_incomplete_atree,106,29,45,0.6444444444444445,false,true,https://wynnbuilder.github.io/builder/#CN0e16T+3Co1Pt+vKpe3w86e056kmWgczglqUzhqqacmE,https://wynnbuilder.github.io/builder/#CX0e1Evy7u47aT3FdQEvWEY1AGXXBCegPOrtgrUzhqK,,
nori-warrior-idol-73bc84e6b47e,41,Idol dps,Warrior,Idol,unclassified,migrated_incomplete_atree,,28,45,0.6222222222222222,false,,https://wynnbuilder.github.io/builder/#CN0e16T+3Co1Pt+vKp8F2aEaEaEaEaEaEWJaW8GwGwGwGwGwGw0EH2Y0f3f3f3f3f3f3p4982aEaEaEaEaEaEYJa0KriNzbshVHJJM5s1,https://wynnbuilder.github.io/builder/#CX0e1Evy7u47aT3FdQEnZ0f3f3f3f3f3f3u4982aEaEaEaEaEaEWJaW8GwGwGwGwGwGwmCH2Y0f3f3f3f3f3fZu490LD3h+MjshVHJ,,decodeCraft is not defined
nori-warrior-guardian-90a1f11cad3e,42,guard full support,Warrior,Guardian,support,current_load_failure,,,,0,false,,https://wynnbuilder.github.io/builder/#CN0F+UT8gywODvzWfvbp66smmw4qmWfcN+YLimLkn5ENSRTxTlhQLhFdOdfs+x1x+T-I1,https://wynnbuilder.github.io/builder/#CN0F+UT8gywODvzWfvbp66smmw4qmWfcN+YLimLkn5ENSRTxTlhQLhFdOdfs+x1x+T-I1,,decodeCraft is not defined
nori-warrior-idol-d6a56c137307,43,Idol lr,Warrior,idol,spell_sustained|lootrun,current_load_failure,,,,0,false,,https://wynnbuilder.github.io/builder/#CN0e1UT4diuHGMIMoononHoH2RY4ipnMpBF2OJOJOJOJuIuIWJaW8WDXDXDXDXBXB1EH2W23NOGLp8VnAMuAtu2NOkuswsxUNrgMVEnEJjzshVHJJM5s1,https://wynnbuilder.github.io/builder/#CN0e1UT4diuHGMIMoononHoH2RY4ipnMpBF2OJOJOJOJuIuIWJaW8WDXDXDXDXBXB1EH2W23NOGLp8VnAMuAtu2NOkuswsxUNrgMVEnEJjzshVHJJM5s1,,decodeCraft is not defined
nori-warrior-guardian-bfdb9d04fbf9,44,blood guard,Warrior,guardian,unclassified,broken_current_atree,,16,45,0.35555555555555557,false,,https://wynnbuilder.github.io/builder/#CN0O0VT8gyw4cur1JpBF2wJCJeQwJwJw90JaW8eFnCXgfFfFfd0CH2eWI4qdOcGrqdqdqJqb81OgvbhXgP+jz7us9PE,https://wynnbuilder.github.io/builder/#CX0O0hvGKfcJOYQEOQgnZW+4p4gc+a+aU2m4982wJCJeQwJwJw90Ja0Ae41z9c9KDz9z9z4T9I0cQgnjwXgP+jz7us91,"ATree Error!Tougher Skin: blocked by: ""Vehement""Mantle of the Bovemists: missing dep: ""War Scream""Bak'al's Grasp: missing dep: ""War Scream""Spear Proficiency II: not reachableManachism: not reachable... 9 errors not shown",decodeCraft is not defined
nori-archer-az-704aa84a7018,45,Az Boltslinger eTWa,Archer,Az,spell_sustained,migrated_incomplete_atree,106,29,45,0.6444444444444445,false,true,https://wynnbuilder.github.io/builder/#CN0vA02ECq0CnmM7Ik166EdWccHui30uVw+myWUOJ0,https://wynnbuilder.github.io/builder/#CX0vA02ECq0CnmM7Ik166EdWccJmP70Kj-fx3p3,,
nori-archer-ignis-e32a71ed2ac0,46,Ignis Boltslinger (no Titano),Archer,Ignis,spell_sustained,broken_current_atree,106,21,45,0.4666666666666667,false,true,https://wynnbuilder.github.io/builder/#CN0yzm+F4c011n28M0Xy4kongcNkqFFz7aHRc0,https://wynnbuilder.github.io/builder/#CX0yzm+F4c011n28M0Xy4kongcQShM-yqVG2,"ATree Error!Power Shots: blocked by: ""Double Shots""More Focus I: missing dep: ""Focus""Twain's Arc: missing dep: ""Focus""Refined Gunpowder: not reachablePhantom Force: not reachable",
nori-archer-ignis-ac7647ab6ce1,47,Ignis Trapper EtwF (No Titano),Archer,Ignis,spell_sustained,broken_current_atree,106,12,45,0.26666666666666666,false,true,https://wynnbuilder.github.io/builder/#CN0yzUTg0+w4cur9KphpZ3USWy4qmmgcNEo40UFytAZiH1L,https://wynnbuilder.github.io/builder/#CX0yzgvK1icJOYQEXQgvyuW778F1DCigf67P2GrUFytA3,"ATree Error!Bryophyte Roots: Trapper: 0 < 1Triple Shots: missing dep: ""Double Shots""Buckshot: not reachableGuardian Angels: not reachableImplosion: not reachable... 6 errors not shown",
nori-mage-fatal-eda38339bb3e,48,Crabs Fatal,Mage,fatal,unclassified,broken_current_atree,106,19,45,0.4222222222222222,false,false,https://wynnbuilder.github.io/builder/#CN0vAm-3OK3XQW6Ei3XA8ammecBUWq00Z1C6W--Ccrsv5,https://wynnbuilder.github.io/builder/#CX0vAm-3OK3XQW6Ei3XA8ammecCy0f1063OCGr+-p8,"ATree Error!Wisdom: blocked by: ""Wand Proficiency II""",
nori-mage-gaia-f39d95ed557b,49,Gaia EWa 25w Riftcanist,Mage,Gaia,hybrid|spellsteal|spell_sustained,broken_current_atree,106,37,45,0.8222222222222222,false,false,https://wynnbuilder.github.io/builder/#CN0n6Gq98Y3dQGT2gJW2DypHfc5ky+ljDVZ91,https://wynnbuilder.github.io/builder/#CX0n6Gq98Y3dQGT2gJW2DypHfc5Shsx-ssyDc0,"ATree Error!Pyrokinesis: Arcanist: 3 < 4Arcane Restoration: missing dep: ""Pyrokinesis""Orphion's Pulse: blocked by: ""Arcane Transfer""Incandescence: missing dep: ""Ophanim""",
nori-archer-orange-lily-2abd8788428d,50,Orange Lily ETW Boltslinger,Archer,Orange Lily,spellsteal|spell_sustained,broken_current_atree,105,23,45,0.5111111111111111,false,true,https://wynnbuilder.github.io/builder/#CN0e10-C8Y3dQGoDIk1HBmlXpYHEY0WfzFdwS6zmF1,https://wynnbuilder.github.io/builder/#CX0e10-C8Y3dQGoDIk1HBmlXpYJS410JxVErv4,"ATree Error!Power Shots: blocked by: ""Double Shots""Phantom Force: missing dep: ""Phantom Ray""",
nori-assassin-nullification-0f508e447225,51,Nullification Trickshade Panderift,Assassin,Nullification,spell_sustained,current_functional_builder_only,106,45,45,1,false,false,https://wynnbuilder.github.io/builder/#CN0t01-CuY3O6W10C0WA8ammicHkUxq7ce+vU9T7NOa1,https://wynnbuilder.github.io/builder/#CX0t01-CuY3O6W10C0WA8ammicJSh+jJVOYwdxbqTSXH6,,
nori-assassin-animosity-9a9d5a6fcefb,52,Animosity Heavy Melee,Assassin,Animosity,heavy_melee|melee,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CN04KmeCG2456W3GS0Y57Y-nTW5nHk0m-y7gxsgM,https://wynnbuilder.github.io/builder/#CX04KmeCG2456W3GS0Y57Y-nTW5YZS1eQ0,,
nori-mage-lament-d54f8ff88bad,53,Lament Riftwalker ETW,Mage,Lament,spellsteal|support,broken_current_atree,106,33,45,0.7333333333333333,false,false,https://wynnbuilder.github.io/builder/#CM0jx6TudDwaEPqXNpeJoDIk156kmmhcHkqFdlTEkj0,https://wynnbuilder.github.io/builder/#CX0jxEvmFxaJwaJEyQEvaSZaRGXXBCygv4tgrFdlTEE,"ATree Error!Larger Mana Bank: missing dep: ""Arcane Transfer""Arcane Restoration: missing dep: ""Pyrokinesis""Meteor Shower: blocked by: ""Ophanim""",
nori-mage-lament-4c82ea37d934,54,(Guild Wars) Lament Solo,Mage,Lament,unclassified,migrated_incomplete_atree,106,20,45,0.4444444444444444,false,true,https://wynnbuilder.github.io/builder/#CM0S76TudDwSmRqv8sepN3gmW-E20ohcHE300QFVyqMfFS1,https://wynnbuilder.github.io/builder/#CX0S7EvmFxap1lJE7nEvyrWACulZ0Wygv4d10GrQFVS,,
nori-mage-lament-77bd1f744fa9,55,6/8 Crafted Lament Riftbender eTW,Mage,Lament,spellsteal|support,migrated_incomplete_atree,,14,45,0.3111111111111111,false,,https://wynnbuilder.github.io/builder/#CM0t07z8m8v91ZfWHDHquCH26z8m8v91ZHDHoGoWDH26TurCwHWPYPoQoQoQoQ2SY441c9c9h9h9h9h9m9IG4OcOcicicicicOc81HWPYPoQoQoQoQISY4mhcHEz00w7FDLhTQi0,https://wynnbuilder.github.io/builder/#CX0t0FvHWHoJ26J1ZQYenPY4SoZ0Zad4C6r49393s49ua3lcJU4OcOcicicicic0d81HWPYPoQoQoQoQ2SY441c9c9h9h9h9h9c9IG4OcOcicicicic4d81ygv4dU0Grw7F,,decodeCraft is not defined
nori-mage-pure-1f93e8b76a58,56,6/8 CR Pure RW,Mage,Pure,unclassified,migrated_incomplete_atree,,0,45,0,false,,https://wynnbuilder.github.io/builder/#CM0t01-CHGxXg26ZaXHIE2RY482QFKLmOaCCIoH8Ja0HWPYPoQoQoQoQ2SY441c9c9h9h9h9h9m9IG4OcOcicicicicOc81HWPYPoQoQoQoQISY40i6a40uzVxkTvS,https://wynnbuilder.github.io/builder/#CX0t01-CHGxXg26ZaXHIE2RY482QFKLmOaCCIoH8Ja0HWPYPoQoQoQoQ2SY441c9c9h9h9h9h9m9IG4OcOcicicicicOc81HWPYPoQoQoQoQISY40i6a40g6,,decodeCraft is not defined
nori-mage-pure-90befc6d784d,57,Pure Riftwalker Rainbow,Mage,Pure,unclassified,migrated_incomplete_atree,106,0,45,0,false,false,https://wynnbuilder.github.io/builder/#CM0KKG4CCn3O6GoDIkHnEam0i6K50uzVxkTvS,https://wynnbuilder.github.io/builder/#CX0KKG4CCn3O6GoDIkHnEam0i6K50g6,,
nori-mage-lunar-spine-318f52600538,58,Lunar Spine Riftwalker eTWA,Mage,Lunar Spine,spell_sustained,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CM0vA0-C0y0yQGoDIk1564+mYcHSY00y+lTtkSE,https://wynnbuilder.github.io/builder/#CX0vA0-C0y0yQGoDIk1564+mYcJu410g6,,
nori-archer-hellstrand-00f30f3d6ffa,59,Hellstrand Trapper/Sharp ETWF,Archer,Hellstrand,spellsteal|spell_sustained,broken_current_atree,106,25,45,0.5555555555555556,false,true,https://wynnbuilder.github.io/builder/#CM0yz0-B4c07IWt7y+mrEMbXFbNkqUyFw7XhQ,https://wynnbuilder.github.io/builder/#CX0yz0-B4c07IWt7y+mrEMbXFbQShMxn-eV,"ATree Error!Triple Shots: missing dep: ""Double Shots""Buckshot: not reachableGuardian Angels: not reachable",
nori-archer-herald-of-ruin-70c7616e46ee,60,Herald of Ruin Trapper/Sharp ETWF,Archer,Herald of Ruin,spell_sustained,broken_current_atree,106,25,45,0.5555555555555556,false,true,https://wynnbuilder.github.io/builder/#CM0yzG42CF1dQm28M01KEml1ClHNQF+7zZmLD,https://wynnbuilder.github.io/builder/#CX0yzG42CF1dQm28M01KEml1ClJkLhzuVqF,"ATree Error!Triple Shots: missing dep: ""Double Shots""Buckshot: not reachableGuardian Angels: not reachable",
nori-mage-judas-b2a2eeba4da5,61,Judas Riftbender TWA,Mage,Judas,spellsteal|spell_sustained|melee,migrated_incomplete_atree,106,21,45,0.4666666666666667,false,false,https://wynnbuilder.github.io/builder/#CM0qJ0iC0y0yQGoDIk1664+0RYBkqFVQgMvqm1,https://wynnbuilder.github.io/builder/#CX0qJ0iC0y0yQGoDIk1664+0RYCShM-yf1,,
nori-mage-judas-a864a9053be1,62,Judas Rawstack,Mage,Judas,spell_sustained|melee,broken_current_atree,106,18,45,0.4,false,true,https://wynnbuilder.github.io/builder/#CM08+0xFah3+QG46YmW57om0RYBzvYm21G-V6J-T0,https://wynnbuilder.github.io/builder/#CX08+0xFah3+QG46YmW57om0RYCwp5X52eQz-P4,"ATree Error!Wisdom: blocked by: ""Wand Proficiency II""",
nori-mage-singularity-bce763a93667,63,Singularity Heavy Melee,Mage,Singularity,heavy_melee|spell_sustained|melee,broken_current_atree,106,18,45,0.4,false,true,https://wynnbuilder.github.io/builder/#CM09D013464I1n3GU0I15M-1jcB00EB20w-pOwl3,https://wynnbuilder.github.io/builder/#CX09D013464I1n3GU0I15M-1jcC00SM40Lh-FZ,"ATree Error!Wisdom: blocked by: ""Wand Proficiency II""",
nori-mage-lunar-spine-3a1ae5df386e,64,Lunar Spine Spellsteal Riftwalker,Mage,Lunar Spine,spellsteal,migrated_incomplete_atree,106,24,45,0.5333333333333333,false,true,https://wynnbuilder.github.io/builder/#CM0buG2E0y0yQGoDIkXA64+mYcHSfzVJtrpk,https://wynnbuilder.github.io/builder/#CX0buG2E0y0yQGoDIkXA64+mYcJuMjs-DT,,
nori-assassin-nullification-6e7c5ab4b44d,65,Nullification Heavy Melee,Assassin,Nullification,heavy_melee|melee,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CM0tAMKdHPurnYJXX57RWO34BE8XXPDBSy60qF-i+kDY3,https://wynnbuilder.github.io/builder/#CX0tAMeEZomhZ5E56MuO34RWOn19CChP17l1Gr0,,
