scope,group,roll_profile,build_count,metric,n,min,p10,p25,median,p75,p90,max,mean,sample_sd,mad
family_class,family_unclassified:archer,maximum,8,ehp,8,12315.3846,14136.156,19599.5639,26197.3707,37871.8144,46403.6124,57546.1479,29572.6578,15177.9924,10851.593
family_class,family_unclassified:archer,maximum,8,ehp_no_agi,8,11820.7672,12166.9994,13899.2897,18885.2198,28010.3991,45835.1649,55651.3226,24635.5664,15815.5375,5577.8671
family_class,family_unclassified:archer,maximum,8,hpr,8,-240,-203.6,-47,214.79,615.375,1340.247,1997.75,440.6838,753.8463,327.84
family_class,family_unclassified:archer,maximum,8,ehpr,8,-345.0331,-204.7407,-36.1539,348.9394,1360.1186,2979.0949,4578.3679,1016.1522,1667.5951,593.7637
family_class,family_unclassified:archer,maximum,8,ls,8,-385,-115.5,0,111.5,354.25,676,858,195.875,384.7884,136.5
family_class,family_unclassified:archer,maximum,8,effective_ls,8,-567.7927,-170.3378,0,141.6804,572.9066,798.6531,1233.4932,265.1415,536.1106,279.8889
family_class,family_unclassified:archer,maximum,8,mr,8,-7,-0.7,18.5,32.5,46.75,52,59,29.75,22.8645,15
family_class,family_unclassified:archer,maximum,8,total_mr,8,18,24.3,43.5,57.5,71.75,77,84,54.75,22.8645,15
family_class,family_unclassified:archer,maximum,8,ms,8,-14,-9.8,-2,9.5,32.25,46.2,63,16.125,26.5407,19
family_class,family_unclassified:archer,maximum,8,mana_per_hit,8,-9.1503,-3.6556,-0.3252,2.439,15.6863,30.1961,41.1765,9.189,16.6183,6.8596
family_class,family_unclassified:archer,maximum,8,total_mana,8,136,140.9,149.75,196,236.5,267.1,328,203.375,67.0521,44.5
family_class,family_unclassified:archer,maximum,8,walk_speed,8,-24,-21.9,-15.75,-2,0.25,8.5,26,-4.5,15.7843,7.5
family_class,family_unclassified:archer,maximum,8,attack_tier,8,-67,-30.6,-9,-3.5,-1.75,-0.7,0,-12.375,22.5765,3
family_class,family_unclassified:archer,maximum,8,attacks_per_second,8,0.51,0.51,0.51,0.51,0.895,2.05,2.05,0.895,0.7129,0
family_class,family_unclassified:archer,maximum,8,poison,8,0,0,0,0,0,2794.5,9315,1164.375,3293.3498,0
family_class,family_unclassified:archer,maximum,8,main_attack_range_pct,8,-17,-9.3,-1.5,0,0,0.3,1,-2.75,6.1586,0
family_class,family_unclassified:archer,maximum,8,main_attack_range_blocks,8,5.64,8.083,10.5325,11,11,11.033,11.11,10.11,1.9236,0
family_class,family_unclassified:archer,maximum,8,main_attack_dps,8,1757.384,1972.3531,2901.6041,4424.3954,6845.24,9652.8866,12024.3318,5345.0403,3511.0694,2091.8265
family_class,family_unclassified:archer,maximum,8,spell_display_avg_max,8,25843.8436,28294.3407,32181.7165,36358.6497,40844.8964,65321.6048,106813.6177,44249.9362,26114.9992,5122.6541
family_class,family_unclassified:archer,maximum,8,spell_display_avg_sum,8,62003.2586,66009.5283,72884.3748,94595.1756,101181.5292,119328.1363,160944.927,94629.8736,31018.86,13444.3514
family_class,family_unclassified:archer,maximum,8,heal_pct,8,-42,-13.3,-0.25,0,0,0,0,-5.375,14.8029,0
family_class,family_unclassified:archer,maximum,8,skill_points_assigned,8,148,155,171.5,187,193.5,195.3,196,180,18.213,8.5
archetype,Sharpshooter,maximum,6,total_hp,6,13376,14047.5,15023,15972.5,17791.25,21747.5,25110,17255.8333,4189.231,1833
archetype,Sharpshooter,maximum,6,ehp,6,12315.3846,13615.9356,16477.5124,25580.3515,34964.7827,47082.9102,57546.1479,28759.7324,16803.4158,10851.593
archetype,Sharpshooter,maximum,6,ehp_no_agi,6,11820.7672,12068.0759,12843.353,15406.9361,21699.9926,39561.2207,55651.3226,22345.4109,16853.0408,3338.8602
archetype,Sharpshooter,maximum,6,hpr,6,-240,-214,-141,62.22,381.87,1232.715,1997.75,360.3117,841.3337,276.22
archetype,Sharpshooter,maximum,6,ehpr,6,-345.0331,-244.8242,-108.4615,123.9313,848.6612,2813.6477,4578.3679,897.5849,1867.0376,368.7555
archetype,Sharpshooter,maximum,6,ls,6,0,0,35.75,208,516.75,728,858,312,347.7591,208
archetype,Sharpshooter,maximum,6,effective_ls,6,0,0,27.5,334.8889,599.1642,922.8931,1233.4932,419.2607,483.1526,306.1465
archetype,Sharpshooter,maximum,6,mr,6,-7,12.5,32.25,39.5,48.25,54,59,35.3333,23.1056,8.5
archetype,Sharpshooter,maximum,6,total_mr,6,18,37.5,57.25,64.5,73.25,79,84,60.3333,23.1056,8.5
archetype,Sharpshooter,maximum,6,ms,6,-8,-4,0,15,36.75,51,63,20.6667,27.8974,19
archetype,Sharpshooter,maximum,6,mana_per_hit,6,-1.3008,-0.6504,0,2.439,20.3372,33.3333,41.1765,11.7073,17.5976,3.0894
archetype,Sharpshooter,maximum,6,total_mana,6,143,147.5,154,196,234.25,238,241,193.8333,46.5936,41.5
archetype,Sharpshooter,maximum,6,walk_speed,6,-24,-19,-10.5,0,0.75,13.5,26,-1.8333,16.9046,7.5
archetype,Sharpshooter,maximum,6,attack_tier,6,-15,-11,-6.25,-3,-1.25,-0.5,0,-4.8333,5.5648,2.5
archetype,Sharpshooter,maximum,6,attacks_per_second,6,0.51,0.51,0.51,0.51,1.665,2.05,2.05,1.0233,0.7953,0
archetype,Sharpshooter,maximum,6,poison,6,0,0,0,0,0,4657.5,9315,1552.5,3802.8328,0
archetype,Sharpshooter,maximum,6,main_attack_range_pct,6,0,0,0,0,0,0.5,1,0.1667,0.4082,0
archetype,Sharpshooter,maximum,6,main_attack_range_blocks,6,11,11,11,11,11,11.055,11.11,11.0183,0.0449,0
archetype,Sharpshooter,maximum,6,main_attack_dps,6,1757.384,1910.9334,2343.5232,3755.6602,5768.7708,7442.3444,8636.553,4369.646,2656.6201,1844.7269
archetype,Sharpshooter,maximum,6,spell_display_avg_max,6,25843.8436,27594.1987,30600.0098,36358.6497,38547.7983,43076.3688,47539.3136,35676.4057,7681.0871,4634.4351
archetype,Sharpshooter,maximum,6,spell_display_avg_sum,6,67726.501,71165.0836,78238.0521,94595.1756,100820.7222,101285.1424,101492.3689,89015.1339,14723.1356,6689.9668
archetype,Sharpshooter,maximum,6,heal_pct,6,-42,-21,0,0,0,0,0,-7,17.1464,0
archetype,Sharpshooter,maximum,6,skill_points_assigned,6,148,162,177.5,187,192.75,194,195,181,17.7539,7
archetype_class,Sharpshooter:archer,maximum,6,total_hp,6,13376,14047.5,15023,15972.5,17791.25,21747.5,25110,17255.8333,4189.231,1833
archetype_class,Sharpshooter:archer,maximum,6,ehp,6,12315.3846,13615.9356,16477.5124,25580.3515,34964.7827,47082.9102,57546.1479,28759.7324,16803.4158,10851.593
archetype_class,Sharpshooter:archer,maximum,6,ehp_no_agi,6,11820.7672,12068.0759,12843.353,15406.9361,21699.9926,39561.2207,55651.3226,22345.4109,16853.0408,3338.8602
archetype_class,Sharpshooter:archer,maximum,6,hpr,6,-240,-214,-141,62.22,381.87,1232.715,1997.75,360.3117,841.3337,276.22
archetype_class,Sharpshooter:archer,maximum,6,ehpr,6,-345.0331,-244.8242,-108.4615,123.9313,848.6612,2813.6477,4578.3679,897.5849,1867.0376,368.7555
archetype_class,Sharpshooter:archer,maximum,6,ls,6,0,0,35.75,208,516.75,728,858,312,347.7591,208
archetype_class,Sharpshooter:archer,maximum,6,effective_ls,6,0,0,27.5,334.8889,599.1642,922.8931,1233.4932,419.2607,483.1526,306.1465
archetype_class,Sharpshooter:archer,maximum,6,mr,6,-7,12.5,32.25,39.5,48.25,54,59,35.3333,23.1056,8.5
archetype_class,Sharpshooter:archer,maximum,6,total_mr,6,18,37.5,57.25,64.5,73.25,79,84,60.3333,23.1056,8.5
archetype_class,Sharpshooter:archer,maximum,6,ms,6,-8,-4,0,15,36.75,51,63,20.6667,27.8974,19
archetype_class,Sharpshooter:archer,maximum,6,mana_per_hit,6,-1.3008,-0.6504,0,2.439,20.3372,33.3333,41.1765,11.7073,17.5976,3.0894
archetype_class,Sharpshooter:archer,maximum,6,total_mana,6,143,147.5,154,196,234.25,238,241,193.8333,46.5936,41.5
archetype_class,Sharpshooter:archer,maximum,6,walk_speed,6,-24,-19,-10.5,0,0.75,13.5,26,-1.8333,16.9046,7.5
archetype_class,Sharpshooter:archer,maximum,6,attack_tier,6,-15,-11,-6.25,-3,-1.25,-0.5,0,-4.8333,5.5648,2.5
archetype_class,Sharpshooter:archer,maximum,6,attacks_per_second,6,0.51,0.51,0.51,0.51,1.665,2.05,2.05,1.0233,0.7953,0
archetype_class,Sharpshooter:archer,maximum,6,poison,6,0,0,0,0,0,4657.5,9315,1552.5,3802.8328,0
archetype_class,Sharpshooter:archer,maximum,6,main_attack_range_pct,6,0,0,0,0,0,0.5,1,0.1667,0.4082,0
archetype_class,Sharpshooter:archer,maximum,6,main_attack_range_blocks,6,11,11,11,11,11,11.055,11.11,11.0183,0.0449,0
archetype_class,Sharpshooter:archer,maximum,6,main_attack_dps,6,1757.384,1910.9334,2343.5232,3755.6602,5768.7708,7442.3444,8636.553,4369.646,2656.6201,1844.7269
archetype_class,Sharpshooter:archer,maximum,6,spell_display_avg_max,6,25843.8436,27594.1987,30600.0098,36358.6497,38547.7983,43076.3688,47539.3136,35676.4057,7681.0871,4634.4351
archetype_class,Sharpshooter:archer,maximum,6,spell_display_avg_sum,6,67726.501,71165.0836,78238.0521,94595.1756,100820.7222,101285.1424,101492.3689,89015.1339,14723.1356,6689.9668
archetype_class,Sharpshooter:archer,maximum,6,heal_pct,6,-42,-21,0,0,0,0,0,-7,17.1464,0
archetype_class,Sharpshooter:archer,maximum,6,skill_points_assigned,6,148,162,177.5,187,192.75,194,195,181,17.7539,7
family,family_hybrid,median,2,total_hp,2,12785,13085,13535,14285,15035,15485,15785,14285,2121.3203,1500
family,family_hybrid,median,2,ehp,2,12142.3077,14114.3755,17072.4772,22002.6467,26932.8162,29890.9179,31862.9857,22002.6467,13944.6251,9860.339
family,family_hybrid,median,2,ehp_no_agi,2,9834.6154,10065.3846,10411.5385,10988.4616,11565.3846,11911.5385,12142.3077,10988.4616,1631.7849,1153.8461
family,family_hybrid,median,2,hpr,2,-209.3,-188.37,-156.975,-104.65,-52.325,-20.93,0,-104.65,147.9974,104.65
family,family_hybrid,median,2,ehpr,2,-161,-144.9,-120.75,-80.5,-40.25,-16.1,0,-80.5,113.8442,80.5
family,family_hybrid,median,2,ls,2,326,348.4,382,438,494,527.6,550,438,158.3919,112
family,family_hybrid,median,2,effective_ls,2,423.0769,462.0155,520.4233,617.7697,715.1161,773.5239,812.4625,617.7697,275.3372,194.6928
family,family_hybrid,median,2,mr,2,-9,-8.1,-6.75,-4.5,-2.25,-0.9,0,-4.5,6.364,4.5
family,family_hybrid,median,2,total_mr,2,16,16.9,18.25,20.5,22.75,24.1,25,20.5,6.364,4.5
family,family_hybrid,median,2,ms,2,16,16.4,17,18,19,19.6,20,18,2.8284,2
family,family_hybrid,median,2,mana_per_hit,2,1.2403,1.2713,1.3178,1.3954,1.4729,1.5194,1.5504,1.3954,0.2193,0.1551
family,family_hybrid,median,2,total_mana,2,87,88.3,90.25,93.5,96.75,98.7,100,93.5,9.1924,6.5
family,family_hybrid,median,2,walk_speed,2,-3,14,39.5,82,124.5,150,167,82,120.2082,85
family,family_hybrid,median,2,attack_tier,2,0,0.2,0.5,1,1.5,1.8,2,1,1.4142,1
family,family_hybrid,median,2,attacks_per_second,2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0,0
family,family_hybrid,median,2,poison,2,0,0,0,0,0,0,0,0,0,0
family,family_hybrid,median,2,main_attack_range_pct,2,0,2.2,5.5,11,16.5,19.8,22,11,15.5563,11
family,family_hybrid,median,2,main_attack_range_blocks,2,6,6.132,6.33,6.66,6.99,7.188,7.32,6.66,0.9334,0.66
family,family_hybrid,median,2,main_attack_dps,2,10232.443,10407.3786,10669.7821,11107.1211,11544.4601,11806.8636,11981.7992,11107.1211,1236.9816,874.6781
family,family_hybrid,median,2,spell_display_avg_max,2,105454.802,108796.234,113808.382,122161.9621,130515.5421,135527.6901,138869.1221,122161.9621,23627.4923,16707.1601
family,family_hybrid,median,2,spell_display_avg_sum,2,156280.8546,162675.9877,172268.6874,188256.5202,204244.353,213837.0527,220232.1858,188256.5202,45220.42,31975.6656
family,family_hybrid,median,2,heal_pct,2,0,0,0,0,0,0,0,0,0,0
family,family_hybrid,median,2,skill_points_assigned,2,170,171.1,172.75,175.5,178.25,179.9,181,175.5,7.7782,5.5
family_class,family_hybrid:archer,median,2,total_hp,2,12785,13085,13535,14285,15035,15485,15785,14285,2121.3203,1500
family_class,family_hybrid:archer,median,2,ehp,2,12142.3077,14114.3755,17072.4772,22002.6467,26932.8162,29890.9179,31862.9857,22002.6467,13944.6251,9860.339
family_class,family_hybrid:archer,median,2,ehp_no_agi,2,9834.6154,10065.3846,10411.5385,10988.4616,11565.3846,11911.5385,12142.3077,10988.4616,1631.7849,1153.8461
family_class,family_hybrid:archer,median,2,hpr,2,-209.3,-188.37,-156.975,-104.65,-52.325,-20.93,0,-104.65,147.9974,104.65
family_class,family_hybrid:archer,median,2,ehpr,2,-161,-144.9,-120.75,-80.5,-40.25,-16.1,0,-80.5,113.8442,80.5
family_class,family_hybrid:archer,median,2,ls,2,326,348.4,382,438,494,527.6,550,438,158.3919,112
family_class,family_hybrid:archer,median,2,effective_ls,2,423.0769,462.0155,520.4233,617.7697,715.1161,773.5239,812.4625,617.7697,275.3372,194.6928
family_class,family_hybrid:archer,median,2,mr,2,-9,-8.1,-6.75,-4.5,-2.25,-0.9,0,-4.5,6.364,4.5
family_class,family_hybrid:archer,median,2,total_mr,2,16,16.9,18.25,20.5,22.75,24.1,25,20.5,6.364,4.5
family_class,family_hybrid:archer,median,2,ms,2,16,16.4,17,18,19,19.6,20,18,2.8284,2
family_class,family_hybrid:archer,median,2,mana_per_hit,2,1.2403,1.2713,1.3178,1.3954,1.4729,1.5194,1.5504,1.3954,0.2193,0.1551
family_class,family_hybrid:archer,median,2,total_mana,2,87,88.3,90.25,93.5,96.75,98.7,100,93.5,9.1924,6.5
family_class,family_hybrid:archer,median,2,walk_speed,2,-3,14,39.5,82,124.5,150,167,82,120.2082,85
family_class,family_hybrid:archer,median,2,attack_tier,2,0,0.2,0.5,1,1.5,1.8,2,1,1.4142,1
family_class,family_hybrid:archer,median,2,attacks_per_second,2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0,0
family_class,family_hybrid:archer,median,2,poison,2,0,0,0,0,0,0,0,0,0,0
family_class,family_hybrid:archer,median,2,main_attack_range_pct,2,0,2.2,5.5,11,16.5,19.8,22,11,15.5563,11
family_class,family_hybrid:archer,median,2,main_attack_range_blocks,2,6,6.132,6.33,6.66,6.99,7.188,7.32,6.66,0.9334,0.66
family_class,family_hybrid:archer,median,2,main_attack_dps,2,10232.443,10407.3786,10669.7821,11107.1211,11544.4601,11806.8636,11981.7992,11107.1211,1236.9816,874.6781
family_class,family_hybrid:archer,median,2,spell_display_avg_max,2,105454.802,108796.234,113808.382,122161.9621,130515.5421,135527.6901,138869.1221,122161.9621,23627.4923,16707.1601
family_class,family_hybrid:archer,median,2,spell_display_avg_sum,2,156280.8546,162675.9877,172268.6874,188256.5202,204244.353,213837.0527,220232.1858,188256.5202,45220.42,31975.6656
family_class,family_hybrid:archer,median,2,heal_pct,2,0,0,0,0,0,0,0,0,0,0
family_class,family_hybrid:archer,median,2,skill_points_assigned,2,170,171.1,172.75,175.5,178.25,179.9,181,175.5,7.7782,5.5
archetype,Boltslinger,median,3,total_hp,3,12510,12814.2,13270.5,14031,14908,15434.2,15785,14108.6667,1638.8808,1521
archetype,Boltslinger,median,3,ehp,3,9623.0769,10126.9231,10882.6923,12142.3077,16417.5162,18982.6413,20692.7247,14152.7031,5802.2016,2519.2308
archetype,Boltslinger,median,3,ehp_no_agi,3,9623.0769,10126.9231,10882.6923,12142.3077,15950.5235,18235.453,19758.7393,13841.3746,5277.1237,2519.2308
archetype,Boltslinger,median,3,hpr,3,-292.6,-275.94,-250.95,-209.3,-21.445,91.268,166.41,-111.83,244.536,83.3
archetype,Boltslinger,median,3,ehpr,3,-225.0769,-212.2615,-193.0384,-161,42.2096,164.1354,245.4192,-46.8859,255.163,64.0769
archetype,Boltslinger,median,3,ls,3,-550,-330,0,550,640,694,730,243.3333,692.9165,180
archetype,Boltslinger,median,3,effective_ls,3,-811.1324,-564.2905,-194.0277,423.0769,492.3077,533.8462,561.5385,57.8277,755.7193,138.4616
archetype,Boltslinger,median,3,mr,3,-21,-17.4,-12,-3,-1.5,-0.6,0,-8,11.3578,3
archetype,Boltslinger,median,3,total_mr,3,4,7.6,13,22,23.5,24.4,25,17,11.3578,3
archetype,Boltslinger,median,3,ms,3,-20,-12.8,-2,16,37,49.6,58,18,39.0384,36
archetype,Boltslinger,median,3,mana_per_hit,3,-13.0719,-10.2095,-5.9158,1.2403,19.5744,30.5749,37.9085,8.6923,26.2945,14.3122
archetype,Boltslinger,median,3,total_mana,3,100,106.6,116.5,133,206,249.8,279,170.6667,95.2593,33
archetype,Boltslinger,median,3,walk_speed,3,-30,-24.6,-16.5,-3,-1.5,-0.6,0,-11,16.5227,3
archetype,Boltslinger,median,3,attack_tier,3,-12,-10.2,-7.5,-3,-1.5,-0.6,0,-5,6.245,3
archetype,Boltslinger,median,3,attacks_per_second,3,0.51,0.51,0.51,0.51,2.405,3.542,4.3,1.7733,2.1882,0
archetype,Boltslinger,median,3,poison,3,0,0,0,0,4250,6800,8500,2833.3333,4907.4773,0
archetype,Boltslinger,median,3,main_attack_range_pct,3,-50,-41.6,-29,-8,-4,-1.6,0,-19.3333,26.8576,8
archetype,Boltslinger,median,3,main_attack_range_blocks,3,3,3.504,4.26,5.52,5.76,5.904,6,4.84,1.6115,0.48
archetype,Boltslinger,median,3,main_attack_dps,3,4252.9143,4851.8857,5750.3429,7247.7714,9614.7853,11034.9936,11981.7992,7827.495,3896.9187,2994.8571
archetype,Boltslinger,median,3,spell_display_avg_max,3,84671.8974,95511.3423,111770.5098,138869.1221,171803.9825,191564.8987,204738.8428,142759.9541,60127.9617,54197.2247
archetype,Boltslinger,median,3,spell_display_avg_sum,3,127601.6623,146127.767,173916.9241,220232.1858,259730.4469,283429.4035,299228.7079,215687.5187,85903.7321,78996.5221
archetype,Boltslinger,median,3,heal_pct,3,-18,-14.4,-9,0,0,0,0,-6,10.3923,0
archetype,Boltslinger,median,3,skill_points_assigned,3,170,172.4,176,182,189,193.2,196,182.6667,13.0128,12
archetype_class,Boltslinger:archer,median,3,total_hp,3,12510,12814.2,13270.5,14031,14908,15434.2,15785,14108.6667,1638.8808,1521
archetype_class,Boltslinger:archer,median,3,ehp,3,9623.0769,10126.9231,10882.6923,12142.3077,16417.5162,18982.6413,20692.7247,14152.7031,5802.2016,2519.2308
archetype_class,Boltslinger:archer,median,3,ehp_no_agi,3,9623.0769,10126.9231,10882.6923,12142.3077,15950.5235,18235.453,19758.7393,13841.3746,5277.1237,2519.2308
archetype_class,Boltslinger:archer,median,3,hpr,3,-292.6,-275.94,-250.95,-209.3,-21.445,91.268,166.41,-111.83,244.536,83.3
archetype_class,Boltslinger:archer,median,3,ehpr,3,-225.0769,-212.2615,-193.0384,-161,42.2096,164.1354,245.4192,-46.8859,255.163,64.0769
archetype_class,Boltslinger:archer,median,3,ls,3,-550,-330,0,550,640,694,730,243.3333,692.9165,180
archetype_class,Boltslinger:archer,median,3,effective_ls,3,-811.1324,-564.2905,-194.0277,423.0769,492.3077,533.8462,561.5385,57.8277,755.7193,138.4616
archetype_class,Boltslinger:archer,median,3,mr,3,-21,-17.4,-12,-3,-1.5,-0.6,0,-8,11.3578,3
archetype_class,Boltslinger:archer,median,3,total_mr,3,4,7.6,13,22,23.5,24.4,25,17,11.3578,3
archetype_class,Boltslinger:archer,median,3,ms,3,-20,-12.8,-2,16,37,49.6,58,18,39.0384,36
archetype_class,Boltslinger:archer,median,3,mana_per_hit,3,-13.0719,-10.2095,-5.9158,1.2403,19.5744,30.5749,37.9085,8.6923,26.2945,14.3122
archetype_class,Boltslinger:archer,median,3,total_mana,3,100,106.6,116.5,133,206,249.8,279,170.6667,95.2593,33
archetype_class,Boltslinger:archer,median,3,walk_speed,3,-30,-24.6,-16.5,-3,-1.5,-0.6,0,-11,16.5227,3
archetype_class,Boltslinger:archer,median,3,attack_tier,3,-12,-10.2,-7.5,-3,-1.5,-0.6,0,-5,6.245,3
archetype_class,Boltslinger:archer,median,3,attacks_per_second,3,0.51,0.51,0.51,0.51,2.405,3.542,4.3,1.7733,2.1882,0
archetype_class,Boltslinger:archer,median,3,poison,3,0,0,0,0,4250,6800,8500,2833.3333,4907.4773,0
archetype_class,Boltslinger:archer,median,3,main_attack_range_pct,3,-50,-41.6,-29,-8,-4,-1.6,0,-19.3333,26.8576,8
archetype_class,Boltslinger:archer,median,3,main_attack_range_blocks,3,3,3.504,4.26,5.52,5.76,5.904,6,4.84,1.6115,0.48
archetype_class,Boltslinger:archer,median,3,main_attack_dps,3,4252.9143,4851.8857,5750.3429,7247.7714,9614.7853,11034.9936,11981.7992,7827.495,3896.9187,2994.8571
archetype_class,Boltslinger:archer,median,3,spell_display_avg_max,3,84671.8974,95511.3423,111770.5098,138869.1221,171803.9825,191564.8987,204738.8428,142759.9541,60127.9617,54197.2247
archetype_class,Boltslinger:archer,median,3,spell_display_avg_sum,3,127601.6623,146127.767,173916.9241,220232.1858,259730.4469,283429.4035,299228.7079,215687.5187,85903.7321,78996.5221
archetype_class,Boltslinger:archer,median,3,heal_pct,3,-18,-14.4,-9,0,0,0,0,-6,10.3923,0
archetype_class,Boltslinger:archer,median,3,skill_points_assigned,3,170,172.4,176,182,189,193.2,196,182.6667,13.0128,12
family,family_hybrid,upper_quartile_proxy,2,total_hp,2,13460,13692.5,14041.25,14622.5,15203.75,15552.5,15785,14622.5,1644.0233,1162.5
family,family_hybrid,upper_quartile_proxy,2,ehp,2,12142.3077,14282.6001,17493.0387,22843.7697,28194.5007,31404.9393,33545.2317,22843.7697,15134.1527,10701.462
family,family_hybrid,upper_quartile_proxy,2,ehp_no_agi,2,10353.8462,10532.6924,10800.9616,11248.0769,11695.1923,11963.4616,12142.3077,11248.0769,1264.6333,894.2307
family,family_hybrid,upper_quartile_proxy,2,hpr,2,-177.1,-159.39,-132.825,-88.55,-44.275,-17.71,0,-88.55,125.2286,88.55
family,family_hybrid,upper_quartile_proxy,2,ehpr,2,-136.2308,-122.6077,-102.1731,-68.1154,-34.0577,-13.6231,0,-68.1154,96.3297,68.1154
family,family_hybrid,upper_quartile_proxy,2,ls,2,428,465.8,522.5,617,711.5,768.2,806,617,267.2864,189
family,family_hybrid,upper_quartile_proxy,2,effective_ls,2,620,664.6669,731.6672,843.3343,955.0015,1022.0017,1066.6686,843.3343,315.8424,223.3343
family,family_hybrid,upper_quartile_proxy,2,mr,2,-7,-6.3,-5.25,-3.5,-1.75,-0.7,0,-3.5,4.9497,3.5
family,family_hybrid,upper_quartile_proxy,2,total_mr,2,18,18.7,19.75,21.5,23.25,24.3,25,21.5,4.9497,3.5
family,family_hybrid,upper_quartile_proxy,2,ms,2,21,21.5,22.25,23.5,24.75,25.5,26,23.5,3.5355,2.5
family,family_hybrid,upper_quartile_proxy,2,mana_per_hit,2,1.6279,1.6667,1.7248,1.8217,1.9186,1.9767,2.0155,1.8217,0.2741,0.1938
family,family_hybrid,upper_quartile_proxy,2,total_mana,2,89,90.1,91.75,94.5,97.25,98.9,100,94.5,7.7782,5.5
family,family_hybrid,upper_quartile_proxy,2,walk_speed,2,4,24.7,55.75,107.5,159.25,190.3,211,107.5,146.3711,103.5
family,family_hybrid,upper_quartile_proxy,2,attack_tier,2,0,0.2,0.5,1,1.5,1.8,2,1,1.4142,1
family,family_hybrid,upper_quartile_proxy,2,attacks_per_second,2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0,0
family,family_hybrid,upper_quartile_proxy,2,poison,2,0,0,0,0,0,0,0,0,0,0
family,family_hybrid,upper_quartile_proxy,2,main_attack_range_pct,2,0,2.8,7,14,21,25.2,28,14,19.799,14
family,family_hybrid,upper_quartile_proxy,2,main_attack_range_blocks,2,6,6.168,6.42,6.84,7.26,7.512,7.68,6.84,1.1879,0.84
family,family_hybrid,upper_quartile_proxy,2,main_attack_dps,2,13056.3798,13171.4802,13344.1308,13631.8818,13919.6327,14092.2833,14207.3837,13631.8818,813.8827,575.5019
family,family_hybrid,upper_quartile_proxy,2,spell_display_avg_max,2,116382.1505,120026.2386,125492.3708,134602.5911,143712.8113,149178.9435,152823.0316,134602.5911,25767.5941,18220.4405
family,family_hybrid,upper_quartile_proxy,2,spell_display_avg_sum,2,172820.2202,179767.77,190189.0948,207557.9694,224926.8439,235348.1687,242295.7185,207557.9694,49126.596,34737.7491
family,family_hybrid,upper_quartile_proxy,2,heal_pct,2,0,0,0,0,0,0,0,0,0,0
family,family_hybrid,upper_quartile_proxy,2,skill_points_assigned,2,170,171.1,172.75,175.5,178.25,179.9,181,175.5,7.7782,5.5
family_class,family_hybrid:archer,upper_quartile_proxy,2,total_hp,2,13460,13692.5,14041.25,14622.5,15203.75,15552.5,15785,14622.5,1644.0233,1162.5
family_class,family_hybrid:archer,upper_quartile_proxy,2,ehp,2,12142.3077,14282.6001,17493.0387,22843.7697,28194.5007,31404.9393,33545.2317,22843.7697,15134.1527,10701.462
family_class,family_hybrid:archer,upper_quartile_proxy,2,ehp_no_agi,2,10353.8462,10532.6924,10800.9616,11248.0769,11695.1923,11963.4616,12142.3077,11248.0769,1264.6333,894.2307
family_class,family_hybrid:archer,upper_quartile_proxy,2,hpr,2,-177.1,-159.39,-132.825,-88.55,-44.275,-17.71,0,-88.55,125.2286,88.55
family_class,family_hybrid:archer,upper_quartile_proxy,2,ehpr,2,-136.2308,-122.6077,-102.1731,-68.1154,-34.0577,-13.6231,0,-68.1154,96.3297,68.1154
family_class,family_hybrid:archer,upper_quartile_proxy,2,ls,2,428,465.8,522.5,617,711.5,768.2,806,617,267.2864,189
family_class,family_hybrid:archer,upper_quartile_proxy,2,effective_ls,2,620,664.6669,731.6672,843.3343,955.0015,1022.0017,1066.6686,843.3343,315.8424,223.3343
family_class,family_hybrid:archer,upper_quartile_proxy,2,mr,2,-7,-6.3,-5.25,-3.5,-1.75,-0.7,0,-3.5,4.9497,3.5
family_class,family_hybrid:archer,upper_quartile_proxy,2,total_mr,2,18,18.7,19.75,21.5,23.25,24.3,25,21.5,4.9497,3.5
family_class,family_hybrid:archer,upper_quartile_proxy,2,ms,2,21,21.5,22.25,23.5,24.75,25.5,26,23.5,3.5355,2.5
family_class,family_hybrid:archer,upper_quartile_proxy,2,mana_per_hit,2,1.6279,1.6667,1.7248,1.8217,1.9186,1.9767,2.0155,1.8217,0.2741,0.1938
family_class,family_hybrid:archer,upper_quartile_proxy,2,total_mana,2,89,90.1,91.75,94.5,97.25,98.9,100,94.5,7.7782,5.5
family_class,family_hybrid:archer,upper_quartile_proxy,2,walk_speed,2,4,24.7,55.75,107.5,159.25,190.3,211,107.5,146.3711,103.5
family_class,family_hybrid:archer,upper_quartile_proxy,2,attack_tier,2,0,0.2,0.5,1,1.5,1.8,2,1,1.4142,1
family_class,family_hybrid:archer,upper_quartile_proxy,2,attacks_per_second,2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0,0
family_class,family_hybrid:archer,upper_quartile_proxy,2,poison,2,0,0,0,0,0,0,0,0,0,0
family_class,family_hybrid:archer,upper_quartile_proxy,2,main_attack_range_pct,2,0,2.8,7,14,21,25.2,28,14,19.799,14
family_class,family_hybrid:archer,upper_quartile_proxy,2,main_attack_range_blocks,2,6,6.168,6.42,6.84,7.26,7.512,7.68,6.84,1.1879,0.84
