scope,group,roll_profile,build_count,metric,n,min,p10,p25,median,p75,p90,max,mean,sample_sd,mad
archetype,Light Bender,maximum,5,main_attack_range_blocks,5,4,4,4,4,4,4.312,4.52,4.104,0.2326,0
archetype,Light Bender,maximum,5,main_attack_dps,5,1509.874,1564.9646,1647.6004,2139.0697,3825.01,4740.0477,5350.0729,2894.3254,1653.6558,629.1957
archetype,Light Bender,maximum,5,spell_display_avg_max,5,15780.9102,17138.3094,19174.4081,20657.8912,23677.3871,67166.4232,96159.1139,35089.9421,34256.8139,3019.4959
archetype,Light Bender,maximum,5,spell_display_avg_sum,5,34763.6778,38575.9113,44294.2615,45361.6366,57654.6443,96704.9036,122738.4098,60962.526,35478.1635,10597.9588
archetype,Light Bender,maximum,5,heal_pct,5,-13,-7.4,1,36,65,75.8,83,34.4,40.8142,35
archetype,Light Bender,maximum,5,skill_points_assigned,5,163,166.6,172,174,192,194.4,196,179.4,14.0285,11
archetype_class,Light Bender:mage,maximum,5,total_hp,5,13700,14144,14810,16435,19935,20250,20460,17068,3023.5753,2735
archetype_class,Light Bender:mage,maximum,5,ehp,5,21811.9643,23142.5011,25138.3062,28725.321,35404.5857,48297.4092,56892.6249,33594.5604,13965.3437,6679.2647
archetype_class,Light Bender:mage,maximum,5,ehp_no_agi,5,12774.5934,15243.772,18947.5399,21811.9643,28725.321,45625.7033,56892.6249,27830.4087,17228.0141,6913.3567
archetype_class,Light Bender:mage,maximum,5,hpr,5,-535.5,-497.684,-440.96,-245,-231.53,-70.58,36.72,-283.254,220.8061,195.96
archetype_class,Light Bender:mage,maximum,5,ehpr,5,-1489.0518,-1127.5218,-585.2269,-415.8599,-333.623,-76.5124,94.8946,-545.7734,583.8817,169.367
archetype_class,Light Bender:mage,maximum,5,ls,5,-630,-546,-420,-192,572,1062.8,1390,144,831.5299,438
archetype_class,Light Bender:mage,maximum,5,effective_ls,5,-1069.354,-864.5762,-557.4095,-496.1811,824.2229,2648.7727,3865.1392,513.2835,2000.1102,573.1729
archetype_class,Light Bender:mage,maximum,5,mr,5,-15,-9,0,8,29,29.6,30,10.4,19.2951,21
archetype_class,Light Bender:mage,maximum,5,total_mr,5,10,16,25,33,54,54.6,55,35.4,19.2951,21
archetype_class,Light Bender:mage,maximum,5,ms,5,23,24.2,26,34,85,92.8,98,53.2,35.4923,11
archetype_class,Light Bender:mage,maximum,5,mana_per_hit,5,3.6559,4.238,5.1111,16.9935,18.8889,20.6222,21.7778,13.2854,8.3189,4.7843
archetype_class,Light Bender:mage,maximum,5,total_mana,5,100,100,100,193,230,230.6,231,170.8,66.4206,38
archetype_class,Light Bender:mage,maximum,5,walk_speed,5,-23,-18.6,-12,12,50,98,130,31.4,61.8207,35
archetype_class,Light Bender:mage,maximum,5,attack_tier,5,-8,-4.8,0,0,0,0,0,-1.6,3.5777,0
archetype_class,Light Bender:mage,maximum,5,attacks_per_second,5,0.51,0.906,1.5,1.5,1.5,2.46,3.1,1.622,0.9308,0
archetype_class,Light Bender:mage,maximum,5,poison,5,0,0,0,0,0,3939,6565,1313,2935.9573,0
archetype_class,Light Bender:mage,maximum,5,main_attack_range_pct,5,0,0,0,0,0,7.8,13,2.6,5.8138,0
archetype_class,Light Bender:mage,maximum,5,main_attack_range_blocks,5,4,4,4,4,4,4.312,4.52,4.104,0.2326,0
archetype_class,Light Bender:mage,maximum,5,main_attack_dps,5,1509.874,1564.9646,1647.6004,2139.0697,3825.01,4740.0477,5350.0729,2894.3254,1653.6558,629.1957
archetype_class,Light Bender:mage,maximum,5,spell_display_avg_max,5,15780.9102,17138.3094,19174.4081,20657.8912,23677.3871,67166.4232,96159.1139,35089.9421,34256.8139,3019.4959
archetype_class,Light Bender:mage,maximum,5,spell_display_avg_sum,5,34763.6778,38575.9113,44294.2615,45361.6366,57654.6443,96704.9036,122738.4098,60962.526,35478.1635,10597.9588
archetype_class,Light Bender:mage,maximum,5,heal_pct,5,-13,-7.4,1,36,65,75.8,83,34.4,40.8142,35
archetype_class,Light Bender:mage,maximum,5,skill_points_assigned,5,163,166.6,172,174,192,194.4,196,179.4,14.0285,11
archetype,Riftwalker,median,5,total_hp,5,12885,13296.6,13914,14110,15860,19535,21985,15750.8,3645.4095,1225
archetype,Riftwalker,median,5,ehp,5,11210.2136,15286.0477,21399.7988,23950.1351,29993.4735,48677.2826,61133.1553,29537.3553,18919.7225,6043.3384
archetype,Riftwalker,median,5,ehp_no_agi,5,11210.2136,11594.4472,12170.7976,21048.8441,21399.7988,45239.8127,61133.1553,25392.5619,20543.5763,8878.0465
archetype,Riftwalker,median,5,hpr,5,-359.52,-288.512,-182,0,0,231.42,385.7,-31.164,276.7161,182
archetype,Riftwalker,median,5,ehpr,5,-999.7085,-711.7919,-279.9169,0,0,437.6475,729.4125,-110.0426,622.3476,279.9169
archetype,Riftwalker,median,5,ls,5,0,51.6,129,168,931,972.4,1000,445.6,479.2779,168
archetype,Riftwalker,median,5,effective_ls,5,0,127.0846,317.7114,358.7072,1431.8825,1591.1854,1697.3873,761.1377,752.3911,358.7072
archetype,Riftwalker,median,5,mr,5,0,1.2,3,11,12,21,27,10.6,10.5024,8
archetype,Riftwalker,median,5,total_mr,5,25,26.2,28,36,37,46,52,35.6,10.5024,8
archetype,Riftwalker,median,5,ms,5,-12,-4,8,10,24,26.4,28,11.6,15.7734,14
archetype,Riftwalker,median,5,mana_per_hit,5,-7.8431,-4.2757,1.0753,1.8605,3.2129,12.2656,18.3007,3.3213,9.4368,1.3524
archetype,Riftwalker,median,5,total_mana,5,92,95.2,100,100,158,166.4,172,124.4,37.534,8
archetype,Riftwalker,median,5,walk_speed,5,-86,-65.2,-34,-18,-15,17.4,39,-22.8,44.785,16
archetype,Riftwalker,median,5,attack_tier,5,-8,-5.2,-1,0,0,0,0,-1.8,3.4928,0
archetype,Riftwalker,median,5,attacks_per_second,5,0.51,0.51,0.51,0.83,3.1,3.82,4.3,1.85,1.7462,0.32
archetype,Riftwalker,median,5,poison,5,0,0,0,0,0,5083.2,8472,1694.4,3788.7936,0
archetype,Riftwalker,median,5,main_attack_range_pct,5,-50,-30,0,0,0,0,0,-10,22.3607,0
archetype,Riftwalker,median,5,main_attack_range_blocks,5,1,1.4,2,2,4,4,4,2.6,1.3416,1
archetype,Riftwalker,median,5,main_attack_dps,5,2517.1892,2525.3522,2537.5966,3800.9609,6461.2942,23501.8074,34862.1496,10035.8381,13970.9565,1283.7717
archetype,Riftwalker,median,5,spell_display_avg_max,5,54619.3239,63216.2003,76111.5148,108664.2599,116478.1368,135540.5346,148248.7998,100824.407,36404.7124,32552.7451
archetype,Riftwalker,median,5,spell_display_avg_sum,5,74291.3811,80831.2121,90640.9585,133487.1244,180205.131,211896.2682,233023.693,142329.6576,65266.9109,46718.0066
archetype,Riftwalker,median,5,heal_pct,5,-49,-35.8,-16,0,0,0,0,-13,21.2838,0
archetype,Riftwalker,median,5,skill_points_assigned,5,131,137,146,152,171,173.4,175,155,18.1797,19
archetype_class,Riftwalker:mage,median,5,total_hp,5,12885,13296.6,13914,14110,15860,19535,21985,15750.8,3645.4095,1225
archetype_class,Riftwalker:mage,median,5,ehp,5,11210.2136,15286.0477,21399.7988,23950.1351,29993.4735,48677.2826,61133.1553,29537.3553,18919.7225,6043.3384
archetype_class,Riftwalker:mage,median,5,ehp_no_agi,5,11210.2136,11594.4472,12170.7976,21048.8441,21399.7988,45239.8127,61133.1553,25392.5619,20543.5763,8878.0465
archetype_class,Riftwalker:mage,median,5,hpr,5,-359.52,-288.512,-182,0,0,231.42,385.7,-31.164,276.7161,182
archetype_class,Riftwalker:mage,median,5,ehpr,5,-999.7085,-711.7919,-279.9169,0,0,437.6475,729.4125,-110.0426,622.3476,279.9169
archetype_class,Riftwalker:mage,median,5,ls,5,0,51.6,129,168,931,972.4,1000,445.6,479.2779,168
archetype_class,Riftwalker:mage,median,5,effective_ls,5,0,127.0846,317.7114,358.7072,1431.8825,1591.1854,1697.3873,761.1377,752.3911,358.7072
archetype_class,Riftwalker:mage,median,5,mr,5,0,1.2,3,11,12,21,27,10.6,10.5024,8
archetype_class,Riftwalker:mage,median,5,total_mr,5,25,26.2,28,36,37,46,52,35.6,10.5024,8
archetype_class,Riftwalker:mage,median,5,ms,5,-12,-4,8,10,24,26.4,28,11.6,15.7734,14
archetype_class,Riftwalker:mage,median,5,mana_per_hit,5,-7.8431,-4.2757,1.0753,1.8605,3.2129,12.2656,18.3007,3.3213,9.4368,1.3524
archetype_class,Riftwalker:mage,median,5,total_mana,5,92,95.2,100,100,158,166.4,172,124.4,37.534,8
archetype_class,Riftwalker:mage,median,5,walk_speed,5,-86,-65.2,-34,-18,-15,17.4,39,-22.8,44.785,16
archetype_class,Riftwalker:mage,median,5,attack_tier,5,-8,-5.2,-1,0,0,0,0,-1.8,3.4928,0
archetype_class,Riftwalker:mage,median,5,attacks_per_second,5,0.51,0.51,0.51,0.83,3.1,3.82,4.3,1.85,1.7462,0.32
archetype_class,Riftwalker:mage,median,5,poison,5,0,0,0,0,0,5083.2,8472,1694.4,3788.7936,0
archetype_class,Riftwalker:mage,median,5,main_attack_range_pct,5,-50,-30,0,0,0,0,0,-10,22.3607,0
archetype_class,Riftwalker:mage,median,5,main_attack_range_blocks,5,1,1.4,2,2,4,4,4,2.6,1.3416,1
archetype_class,Riftwalker:mage,median,5,main_attack_dps,5,2517.1892,2525.3522,2537.5966,3800.9609,6461.2942,23501.8074,34862.1496,10035.8381,13970.9565,1283.7717
archetype_class,Riftwalker:mage,median,5,spell_display_avg_max,5,54619.3239,63216.2003,76111.5148,108664.2599,116478.1368,135540.5346,148248.7998,100824.407,36404.7124,32552.7451
archetype_class,Riftwalker:mage,median,5,spell_display_avg_sum,5,74291.3811,80831.2121,90640.9585,133487.1244,180205.131,211896.2682,233023.693,142329.6576,65266.9109,46718.0066
archetype_class,Riftwalker:mage,median,5,heal_pct,5,-49,-35.8,-16,0,0,0,0,-13,21.2838,0
archetype_class,Riftwalker:mage,median,5,skill_points_assigned,5,131,137,146,152,171,173.4,175,155,18.1797,19
archetype,Riftwalker,upper_quartile_proxy,5,total_hp,5,12885,13296.6,13914,14110,15860,19985,22735,15900.8,3967.2832,1225
archetype,Riftwalker,upper_quartile_proxy,5,ehp,5,11210.2136,15286.0477,21399.7988,23950.1351,29993.4735,49928.5867,63218.6621,29954.4566,19793.2412,6043.3384
archetype,Riftwalker,upper_quartile_proxy,5,ehp_no_agi,5,11210.2136,11594.4472,12170.7976,21048.8441,21399.7988,46491.1168,63218.6621,25809.6632,21451.737,8878.0465
archetype,Riftwalker,upper_quartile_proxy,5,hpr,5,-294.84,-238.504,-154,0,0,359.1,598.5,29.932,340.7232,154
archetype,Riftwalker,upper_quartile_proxy,5,ehpr,5,-819.8544,-586.6537,-236.8527,0,0,679.1082,1131.847,15.028,708.5564,236.8527
archetype,Riftwalker,upper_quartile_proxy,5,ls,5,0,88.4,221,295,1306,1365.4,1405,645.4,658.1833,295
archetype,Riftwalker,upper_quartile_proxy,5,effective_ls,5,0,167.1767,417.9418,820.2993,2008.6343,2234.3512,2384.8292,1126.3409,1027.9067,820.2993
archetype,Riftwalker,upper_quartile_proxy,5,mr,5,0,2.4,6,15,16,27.4,35,14.4,13.2778,9
archetype,Riftwalker,upper_quartile_proxy,5,total_mr,5,25,27.4,31,40,41,52.4,60,39.4,13.2778,9
archetype,Riftwalker,upper_quartile_proxy,5,ms,5,-10,-1.6,11,13,32,35,37,16.6,18.743,19
archetype,Riftwalker,upper_quartile_proxy,5,mana_per_hit,5,-6.5359,-3.3624,1.3978,2.4806,4.4177,16.2769,24.183,5.1886,11.4078,1.9371
archetype,Riftwalker,upper_quartile_proxy,5,total_mana,5,100,100,100,105,164,174.8,182,130.2,39.6384,5
archetype,Riftwalker,upper_quartile_proxy,5,walk_speed,5,-66,-51.2,-29,-13,-4,30.2,53,-11.8,43.2863,16
archetype,Riftwalker,upper_quartile_proxy,5,attack_tier,5,-8,-5.2,-1,0,0,0,0,-1.8,3.4928,0
archetype,Riftwalker,upper_quartile_proxy,5,attacks_per_second,5,0.51,0.51,0.51,0.83,3.1,3.82,4.3,1.85,1.7462,0.32
archetype,Riftwalker,upper_quartile_proxy,5,poison,5,0,0,0,0,0,5083.2,8472,1694.4,3788.7936,0
archetype,Riftwalker,upper_quartile_proxy,5,main_attack_range_pct,5,-42,-25.2,0,0,0,0,0,-8.4,18.783,0
archetype,Riftwalker,upper_quartile_proxy,5,main_attack_range_blocks,5,1.16,1.496,2,2,4,4,4,2.632,1.295,0.84
archetype,Riftwalker,upper_quartile_proxy,5,main_attack_dps,5,3016.3133,3036.7909,3067.5073,4280.3478,7380.0527,26747.4973,39659.127,11480.6696,15851.749,1264.0345
archetype,Riftwalker,upper_quartile_proxy,5,spell_display_avg_max,5,55674.0182,69160.0451,89389.0854,130569.285,132521.5281,155920.5126,171519.8356,115934.7505,44483.201,40950.5506
archetype,Riftwalker,upper_quartile_proxy,5,spell_display_avg_sum,5,75788.3593,88071.9242,106497.2716,160396.5743,208770.2862,242508.4154,265000.5016,163290.5986,76327.9202,53899.3027
archetype,Riftwalker,upper_quartile_proxy,5,heal_pct,5,-36,-24.4,-7,0,0,0,0,-8.6,15.6141,0
archetype,Riftwalker,upper_quartile_proxy,5,skill_points_assigned,5,131,137,146,152,171,173.4,175,155,18.1797,19
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,total_hp,5,12885,13296.6,13914,14110,15860,19985,22735,15900.8,3967.2832,1225
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,ehp,5,11210.2136,15286.0477,21399.7988,23950.1351,29993.4735,49928.5867,63218.6621,29954.4566,19793.2412,6043.3384
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,ehp_no_agi,5,11210.2136,11594.4472,12170.7976,21048.8441,21399.7988,46491.1168,63218.6621,25809.6632,21451.737,8878.0465
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,hpr,5,-294.84,-238.504,-154,0,0,359.1,598.5,29.932,340.7232,154
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,ehpr,5,-819.8544,-586.6537,-236.8527,0,0,679.1082,1131.847,15.028,708.5564,236.8527
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,ls,5,0,88.4,221,295,1306,1365.4,1405,645.4,658.1833,295
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,effective_ls,5,0,167.1767,417.9418,820.2993,2008.6343,2234.3512,2384.8292,1126.3409,1027.9067,820.2993
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,mr,5,0,2.4,6,15,16,27.4,35,14.4,13.2778,9
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,total_mr,5,25,27.4,31,40,41,52.4,60,39.4,13.2778,9
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,ms,5,-10,-1.6,11,13,32,35,37,16.6,18.743,19
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,mana_per_hit,5,-6.5359,-3.3624,1.3978,2.4806,4.4177,16.2769,24.183,5.1886,11.4078,1.9371
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,total_mana,5,100,100,100,105,164,174.8,182,130.2,39.6384,5
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,walk_speed,5,-66,-51.2,-29,-13,-4,30.2,53,-11.8,43.2863,16
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,attack_tier,5,-8,-5.2,-1,0,0,0,0,-1.8,3.4928,0
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,attacks_per_second,5,0.51,0.51,0.51,0.83,3.1,3.82,4.3,1.85,1.7462,0.32
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,poison,5,0,0,0,0,0,5083.2,8472,1694.4,3788.7936,0
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,main_attack_range_pct,5,-42,-25.2,0,0,0,0,0,-8.4,18.783,0
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,main_attack_range_blocks,5,1.16,1.496,2,2,4,4,4,2.632,1.295,0.84
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,main_attack_dps,5,3016.3133,3036.7909,3067.5073,4280.3478,7380.0527,26747.4973,39659.127,11480.6696,15851.749,1264.0345
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,spell_display_avg_max,5,55674.0182,69160.0451,89389.0854,130569.285,132521.5281,155920.5126,171519.8356,115934.7505,44483.201,40950.5506
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,spell_display_avg_sum,5,75788.3593,88071.9242,106497.2716,160396.5743,208770.2862,242508.4154,265000.5016,163290.5986,76327.9202,53899.3027
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,heal_pct,5,-36,-24.4,-7,0,0,0,0,-8.6,15.6141,0
archetype_class,Riftwalker:mage,upper_quartile_proxy,5,skill_points_assigned,5,131,137,146,152,171,173.4,175,155,18.1797,19
archetype,Riftwalker,solver_default,5,total_hp,5,12885,13296.6,13914,14110,15860,20165,23035,15960.8,4096.6408,1225
archetype,Riftwalker,solver_default,5,ehp,5,11210.2136,15286.0477,21399.7988,23950.1351,29993.4735,50429.1083,64052.8648,30121.2972,20144.1336,6043.3384
archetype,Riftwalker,solver_default,5,ehp_no_agi,5,11210.2136,11594.4472,12170.7976,21048.8441,21399.7988,46991.6384,64052.8648,25976.5038,21815.5803,8878.0465
archetype,Riftwalker,solver_default,5,hpr,5,-269.24,-219.144,-144,0,0,409.944,683.24,54,369.2774,144
archetype,Riftwalker,solver_default,5,ehpr,5,-748.6691,-537.7905,-221.4727,0,0,775.2613,1292.1022,64.3921,751.3907,221.4727
archetype,Riftwalker,solver_default,5,ls,5,0,96.8,242,361,1455,1522.2,1567,725,730.2866,361
archetype,Riftwalker,solver_default,5,effective_ls,5,0,183.0623,457.6558,1003.8239,2237.797,2491.0023,2659.8059,1271.8165,1141.4714,1003.8239
archetype,Riftwalker,solver_default,5,mr,5,0,3.6,9,18,20,32.6,41,17.6,15.3069,9
archetype,Riftwalker,solver_default,5,total_mr,5,25,28.6,34,43,45,57.6,66,42.6,15.3069,9
archetype,Riftwalker,solver_default,5,ms,5,-8,0.4,13,16,39,43.8,47,21.4,21.9613,23
archetype,Riftwalker,solver_default,5,mana_per_hit,5,-5.2288,-2.4491,1.7204,3.0233,5.2209,20.5198,30.719,7.091,13.7745,2.1976
archetype,Riftwalker,solver_default,5,total_mana,5,100,100,100,115,170,183.2,192,135.4,42.7878,15
archetype,Riftwalker,solver_default,5,walk_speed,5,-60,-46.8,-27,-11,0,34.8,58,-8,43.2839,16
archetype,Riftwalker,solver_default,5,attack_tier,5,-8,-5.2,-1,0,0,0,0,-1.8,3.4928,0
archetype,Riftwalker,solver_default,5,attacks_per_second,5,0.51,0.51,0.51,0.83,3.1,3.82,4.3,1.85,1.7462,0.32
archetype,Riftwalker,solver_default,5,poison,5,0,0,0,0,0,5083.2,8472,1694.4,3788.7936,0
archetype,Riftwalker,solver_default,5,main_attack_range_pct,5,-39,-23.4,0,0,0,0,0,-7.8,17.4413,0
archetype,Riftwalker,solver_default,5,main_attack_range_blocks,5,1.22,1.532,2,2,4,4,4,2.644,1.2782,0.78
archetype,Riftwalker,solver_default,5,main_attack_dps,5,3206.3631,3240.6591,3292.1032,4486.3076,7756.0403,28035.4996,41555.1392,12059.1907,16591.4965,1279.9445
archetype,Riftwalker,solver_default,5,spell_display_avg_max,5,56190.5003,70992.0621,93194.4048,139459.1885,139496.2057,164307.6569,180848.6244,121837.7847,48048.4705,41389.4359
archetype,Riftwalker,solver_default,5,spell_display_avg_sum,5,76517.7008,90323.4467,111032.0656,171317.581,220197.3864,255421.2045,278903.7499,171593.6967,81524.534,60285.5154
archetype,Riftwalker,solver_default,5,heal_pct,5,-31,-20.6,-5,0,0,0,0,-7.2,13.4796,0
archetype,Riftwalker,solver_default,5,skill_points_assigned,5,131,137,146,152,171,173.4,175,155,18.1797,19
archetype_class,Riftwalker:mage,solver_default,5,total_hp,5,12885,13296.6,13914,14110,15860,20165,23035,15960.8,4096.6408,1225
archetype_class,Riftwalker:mage,solver_default,5,ehp,5,11210.2136,15286.0477,21399.7988,23950.1351,29993.4735,50429.1083,64052.8648,30121.2972,20144.1336,6043.3384
archetype_class,Riftwalker:mage,solver_default,5,ehp_no_agi,5,11210.2136,11594.4472,12170.7976,21048.8441,21399.7988,46991.6384,64052.8648,25976.5038,21815.5803,8878.0465
archetype_class,Riftwalker:mage,solver_default,5,hpr,5,-269.24,-219.144,-144,0,0,409.944,683.24,54,369.2774,144
archetype_class,Riftwalker:mage,solver_default,5,ehpr,5,-748.6691,-537.7905,-221.4727,0,0,775.2613,1292.1022,64.3921,751.3907,221.4727
archetype_class,Riftwalker:mage,solver_default,5,ls,5,0,96.8,242,361,1455,1522.2,1567,725,730.2866,361
archetype_class,Riftwalker:mage,solver_default,5,effective_ls,5,0,183.0623,457.6558,1003.8239,2237.797,2491.0023,2659.8059,1271.8165,1141.4714,1003.8239
archetype_class,Riftwalker:mage,solver_default,5,mr,5,0,3.6,9,18,20,32.6,41,17.6,15.3069,9
archetype_class,Riftwalker:mage,solver_default,5,total_mr,5,25,28.6,34,43,45,57.6,66,42.6,15.3069,9
archetype_class,Riftwalker:mage,solver_default,5,ms,5,-8,0.4,13,16,39,43.8,47,21.4,21.9613,23
archetype_class,Riftwalker:mage,solver_default,5,mana_per_hit,5,-5.2288,-2.4491,1.7204,3.0233,5.2209,20.5198,30.719,7.091,13.7745,2.1976
archetype_class,Riftwalker:mage,solver_default,5,total_mana,5,100,100,100,115,170,183.2,192,135.4,42.7878,15
archetype_class,Riftwalker:mage,solver_default,5,walk_speed,5,-60,-46.8,-27,-11,0,34.8,58,-8,43.2839,16
archetype_class,Riftwalker:mage,solver_default,5,attack_tier,5,-8,-5.2,-1,0,0,0,0,-1.8,3.4928,0
archetype_class,Riftwalker:mage,solver_default,5,attacks_per_second,5,0.51,0.51,0.51,0.83,3.1,3.82,4.3,1.85,1.7462,0.32
archetype_class,Riftwalker:mage,solver_default,5,poison,5,0,0,0,0,0,5083.2,8472,1694.4,3788.7936,0
archetype_class,Riftwalker:mage,solver_default,5,main_attack_range_pct,5,-39,-23.4,0,0,0,0,0,-7.8,17.4413,0
archetype_class,Riftwalker:mage,solver_default,5,main_attack_range_blocks,5,1.22,1.532,2,2,4,4,4,2.644,1.2782,0.78
archetype_class,Riftwalker:mage,solver_default,5,main_attack_dps,5,3206.3631,3240.6591,3292.1032,4486.3076,7756.0403,28035.4996,41555.1392,12059.1907,16591.4965,1279.9445
archetype_class,Riftwalker:mage,solver_default,5,spell_display_avg_max,5,56190.5003,70992.0621,93194.4048,139459.1885,139496.2057,164307.6569,180848.6244,121837.7847,48048.4705,41389.4359
archetype_class,Riftwalker:mage,solver_default,5,spell_display_avg_sum,5,76517.7008,90323.4467,111032.0656,171317.581,220197.3864,255421.2045,278903.7499,171593.6967,81524.534,60285.5154
archetype_class,Riftwalker:mage,solver_default,5,heal_pct,5,-31,-20.6,-5,0,0,0,0,-7.2,13.4796,0
archetype_class,Riftwalker:mage,solver_default,5,skill_points_assigned,5,131,137,146,152,171,173.4,175,155,18.1797,19
archetype,Riftwalker,maximum,5,total_hp,5,12885,13296.6,13914,14110,15860,20435,23485,16050.8,4291.2307,1225
archetype,Riftwalker,maximum,5,ehp,5,11210.2136,15286.0477,21399.7988,23950.1351,29993.4735,51179.8907,65304.1689,30371.558,20671.9285,6043.3384
archetype,Riftwalker,maximum,5,ehp_no_agi,5,11210.2136,11594.4472,12170.7976,21048.8441,21399.7988,47742.4209,65304.1689,26226.7646,22361.9152,8878.0465
archetype,Riftwalker,maximum,5,hpr,5,-234,-191.6,-128,0,0,496.278,827.13,93.026,421.9049,128
archetype,Riftwalker,maximum,5,ehpr,5,-650.6781,-469.1527,-196.8646,0,0,938.531,1564.2183,143.3351,837.5846,196.8646
archetype,Riftwalker,maximum,5,ls,5,0,109.2,273,460,1679,1757.6,1810,844.4,839.0788,460
archetype,Riftwalker,maximum,5,effective_ls,5,0,206.5124,516.2811,1279.1108,2582.3101,2876.2866,3072.271,1489.9946,1314.2893,1279.1108
archetype,Riftwalker,maximum,5,mr,5,0,3.6,9,18,20,32.6,41,17.6,15.3069,9
archetype,Riftwalker,maximum,5,total_mr,5,25,28.6,34,43,45,57.6,66,42.6,15.3069,9
archetype,Riftwalker,maximum,5,ms,5,-8,0.4,13,16,39,43.8,47,21.4,21.9613,23
archetype,Riftwalker,maximum,5,mana_per_hit,5,-5.2288,-2.4491,1.7204,3.0233,5.2209,20.5198,30.719,7.091,13.7745,2.1976
archetype,Riftwalker,maximum,5,total_mana,5,100,100,100,115,170,183.2,192,135.4,42.7878,15
archetype,Riftwalker,maximum,5,walk_speed,5,-47,-37.8,-24,-8,7,42.4,66,-1.2,42.5641,16
archetype,Riftwalker,maximum,5,attack_tier,5,-8,-5.2,-1,0,0,0,0,-1.8,3.4928,0
archetype,Riftwalker,maximum,5,attacks_per_second,5,0.51,0.51,0.51,0.83,3.1,3.82,4.3,1.85,1.7462,0.32
archetype,Riftwalker,maximum,5,poison,5,0,0,0,0,0,5083.2,8472,1694.4,3788.7936,0
archetype,Riftwalker,maximum,5,main_attack_range_pct,5,-35,-21,0,0,0,0,0,-7,15.6525,0
archetype,Riftwalker,maximum,5,main_attack_range_blocks,5,1.3,1.58,2,2,4,4,4,2.66,1.2562,0.7
archetype,Riftwalker,maximum,5,main_attack_dps,5,3490.1326,3543.6306,3623.8775,4791.3755,8296.6294,29984.7749,44443.5386,12929.1107,17723.7373,1301.2429
archetype,Riftwalker,maximum,5,spell_display_avg_max,5,56915.0256,73620.8636,98679.6207,149197.4324,151121.2812,177109.1911,194434.4644,130069.5649,53124.3955,45237.032
archetype,Riftwalker,maximum,5,spell_display_avg_sum,5,77547.7183,93557.6946,117572.6591,185643.097,236870.7122,273692.7348,298240.7499,183174.9873,88868.2136,68070.4379
archetype,Riftwalker,maximum,5,heal_pct,5,-24,-14.4,0,0,0,0.6,1,-4.6,10.8536,0
archetype,Riftwalker,maximum,5,skill_points_assigned,5,131,137,146,152,171,173.4,175,155,18.1797,19
archetype_class,Riftwalker:mage,maximum,5,total_hp,5,12885,13296.6,13914,14110,15860,20435,23485,16050.8,4291.2307,1225
archetype_class,Riftwalker:mage,maximum,5,ehp,5,11210.2136,15286.0477,21399.7988,23950.1351,29993.4735,51179.8907,65304.1689,30371.558,20671.9285,6043.3384
archetype_class,Riftwalker:mage,maximum,5,ehp_no_agi,5,11210.2136,11594.4472,12170.7976,21048.8441,21399.7988,47742.4209,65304.1689,26226.7646,22361.9152,8878.0465
archetype_class,Riftwalker:mage,maximum,5,hpr,5,-234,-191.6,-128,0,0,496.278,827.13,93.026,421.9049,128
archetype_class,Riftwalker:mage,maximum,5,ehpr,5,-650.6781,-469.1527,-196.8646,0,0,938.531,1564.2183,143.3351,837.5846,196.8646
archetype_class,Riftwalker:mage,maximum,5,ls,5,0,109.2,273,460,1679,1757.6,1810,844.4,839.0788,460
archetype_class,Riftwalker:mage,maximum,5,effective_ls,5,0,206.5124,516.2811,1279.1108,2582.3101,2876.2866,3072.271,1489.9946,1314.2893,1279.1108
archetype_class,Riftwalker:mage,maximum,5,mr,5,0,3.6,9,18,20,32.6,41,17.6,15.3069,9
archetype_class,Riftwalker:mage,maximum,5,total_mr,5,25,28.6,34,43,45,57.6,66,42.6,15.3069,9
archetype_class,Riftwalker:mage,maximum,5,ms,5,-8,0.4,13,16,39,43.8,47,21.4,21.9613,23
archetype_class,Riftwalker:mage,maximum,5,mana_per_hit,5,-5.2288,-2.4491,1.7204,3.0233,5.2209,20.5198,30.719,7.091,13.7745,2.1976
